,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,population,density,violent_crime,property_crime,other_crime,median_income,yr_sold,mon_sold,day_of_week,dist_to_loc0,dist_to_loc1,dist_to_loc2
462,230000.0,3,2.0,1510,3413,2.0,0,0,3,7,1510,0,1985,0,47.3912,-122.167,1570,3777,36581,4877.0,1.976,18.43,10.78,63709,2014,11,2,16.735426028039363,17.245082303681404,7.3427190425919
463,359500.0,4,2.25,2390,11250,2.0,0,0,3,9,2390,0,1988,0,47.3305,-122.371,2480,11250,47510,4604.0,1.903,13.28,6.034,67906,2014,12,2,19.135693860884402,24.144946875977567,8.856853830266619
464,330000.0,3,1.0,980,7000,1.0,0,0,3,6,980,0,1953,0,47.7617,-122.357,1220,7000,44555,6279.0,3.071,24.08,5.365,51499,2014,11,3,10.806381103728851,13.535217566158606,21.77517461694179
465,80000.0,1,0.75,430,5050,1.0,0,0,2,4,430,0,1912,0,47.6499,-121.909,1200,7500,6765,149.0,2.232,13.03,5.172,95394,2014,5,5,19.931792269513455,10.289502104958109,22.87216297969942
466,465000.0,3,1.75,1480,6360,1.0,0,0,3,7,1480,0,1954,0,47.7311,-122.353,1480,6360,44555,6279.0,3.071,24.08,5.365,51499,2014,12,1,8.684470472328098,12.170948833485753,19.65439814016565
467,325000.0,4,2.5,1850,7324,2.0,0,0,3,8,1850,0,1997,0,47.3701,-122.107,2100,7329,43673,1537.0,1.65,13.63,6.519,87342,2014,10,3,19.405528532862064,18.643550748814295,10.49538176220941
468,340500.0,3,2.0,2270,28025,1.0,0,0,4,7,1920,350,1947,0,47.4857,-122.318,1770,14833,33734,3794.0,3.43,48.53,8.149,49233,2015,1,3,8.351767722097506,13.79001504910965,2.689664310633732
469,342500.0,3,2.5,1810,5192,2.0,0,0,3,8,1810,0,1993,0,47.3724,-122.042,1810,6200,31171,469.0,1.548,13.43,5.03,95043,2015,1,2,21.080990561622738,18.90150637480319,13.122283848898372
470,290900.0,2,2.0,1610,17600,2.0,0,0,3,6,1610,0,1930,1983,47.4855,-122.266,1310,12950,24092,4966.0,3.539,41.63,13.36,58707,2014,6,1,8.891206709618205,12.398472762725866,2.9508111058783584
471,868700.0,3,4.25,3840,6161,2.0,0,0,3,10,3840,0,2000,0,47.6336,-122.064,3230,7709,25748,2411.0,2.266,7.717,2.082,143686,2015,2,5,12.628813230747102,3.076659445234311,16.8113871849583
472,1199000.0,4,2.75,4110,8400,2.0,0,1,3,9,3130,980,1928,2013,47.717,-122.281,2820,8400,37081,6879.0,3.736,34.6,6.566,53044,2014,11,4,8.016438858456551,8.851339173833889,18.535790488124714
473,1150000.0,4,3.25,4190,10259,2.0,0,0,3,11,3150,1040,2000,0,47.6332,-122.066,4300,11919,25748,2411.0,2.266,7.717,2.082,143686,2014,10,2,12.532631635545757,2.9883022390329605,16.729759052114172
474,859900.0,4,2.75,3390,6298,2.0,0,0,3,9,3390,0,2011,0,47.5906,-122.062,3390,7111,25748,2411.0,2.266,7.717,2.082,143686,2014,8,1,12.630497668747985,4.61519076179489,14.75845668801889
475,520000.0,4,2.25,1890,3006,2.0,0,0,3,7,1890,0,2003,0,47.5461,-121.998,1580,3000,24348,2719.0,1.588,18.73,5.424,99974,2014,8,5,16.117041115169314,8.898991745516653,15.56221335031612
476,460000.0,3,2.5,1610,2527,2.0,0,2,3,9,1080,530,2005,0,47.5674,-122.29,1610,4173,42731,6841.0,4.377,32.55,6.045,52276,2014,7,5,3.3220771518354493,8.984788399382868,8.191044201971025
477,438924.0,3,1.5,1050,4590,1.0,0,0,3,7,850,200,1949,0,47.6943,-122.29,1770,5400,46206,7018.0,2.088,23.37,3.881,84159,2014,9,1,6.394824461775791,8.37317986629483,16.95374490772735
478,315000.0,2,1.0,630,6550,1.0,0,0,3,5,630,0,1918,0,47.5486,-122.38,1420,6550,20698,6732.0,3.632,30.94,8.22,66408,2015,4,1,4.563293162450667,13.254683004084546,7.856604908852071
479,590000.0,4,2.75,2910,10650,1.0,0,2,3,8,1780,1130,1975,0,47.6658,-122.188,2920,10988,34338,3696.0,2.739,22.71,3.364,103250,2014,7,5,7.872052963810301,3.2734850903311266,15.845505136094404
480,378500.0,4,1.75,1700,8640,1.0,0,0,3,7,850,850,1955,0,47.5772,-122.153,1620,9000,36364,3402.0,1.774,27.96,2.973,110290,2014,11,2,8.582816770706795,4.4415782110245186,11.169511662242313
481,328500.0,3,2.5,1950,8130,2.0,0,0,4,9,1950,0,1990,0,47.3875,-122.161,2350,7691,43673,1537.0,1.65,13.63,6.519,87342,2014,6,2,17.091966821453045,17.473655867354374,7.717585908634939
482,849950.0,3,3.0,2990,9773,2.0,0,0,4,8,2990,0,1973,0,47.6344,-122.174,2230,11553,17714,2361.0,4.162,31.85,4.769,84774,2015,3,3,7.616511411753093,2.10155757381339,14.07055579066935
483,525000.0,3,1.5,1350,6000,1.0,0,2,3,7,900,450,1950,0,47.5275,-122.391,1730,6012,14770,6425.0,2.345,21.83,3.563,84344,2014,10,1,6.0916862742872135,14.436504996463686,6.9245779387601045
484,1385000.0,4,3.25,4860,181319,2.5,0,0,3,9,4860,0,1993,0,47.6179,-122.005,3850,181319,25748,2411.0,2.266,7.717,2.082,143686,2015,4,5,15.257600560777432,5.9863313868683425,18.00089855278394
485,295000.0,4,2.5,2160,7725,1.0,0,0,4,8,1460,700,1978,0,47.3078,-122.378,2060,8250,47510,4604.0,1.903,13.28,6.034,67906,2015,4,2,20.728887011961778,25.68943073829588,10.436106412015514
486,1067000.0,6,3.5,4860,11793,2.0,0,0,3,11,3860,1000,1998,0,47.5521,-122.137,3600,11793,36364,3402.0,1.774,27.96,2.973,110290,2014,7,5,9.831697602821134,6.048926557076556,10.382091835154466
487,207950.0,2,2.0,890,5000,1.0,0,0,3,6,890,0,1917,0,47.5158,-122.264,1860,5000,42731,6841.0,4.377,32.55,6.045,52276,2014,7,1,7.00681828396059,10.599593288711448,4.893186867511173
488,699900.0,4,2.75,2810,7302,2.0,0,0,3,9,2810,0,2002,0,47.5985,-121.977,2820,7302,20715,2185.0,2.348,8.634,2.954,142926,2014,12,2,16.552014986427274,7.646550891281507,18.224633583883598
489,1280000.0,5,2.5,3400,9500,2.0,0,1,4,8,3400,0,1977,0,47.5645,-122.082,3080,11081,26141,469.0,2.244,14.26,4.039,100644,2015,2,2,12.006330748150068,5.634792206791632,12.887030172765032
490,452000.0,4,1.5,1580,7350,1.0,0,0,4,7,960,620,1963,0,47.6734,-122.154,1560,7350,58442,2908.0,3.674,23.77,3.818,99192,2014,11,4,9.502956279792064,2.605080982563414,16.910815086109228
491,370000.0,3,2.0,1680,5036,1.0,0,1,4,7,1680,0,1987,0,47.4734,-122.186,1680,4921,21904,4585.0,2.477,22.8,7.574,66461,2015,2,4,11.429481825093688,11.77503777365007,5.532441787038043
492,232000.0,3,1.75,1300,11230,1.0,0,0,5,7,1300,0,1968,0,47.3811,-122.087,1300,10794,43673,1537.0,1.65,13.63,6.519,87342,2015,1,2,19.30874815508525,17.96375268082806,10.957766267161599
493,669950.0,5,2.5,2820,14062,2.0,0,0,4,7,2380,440,1960,0,47.7081,-122.215,1910,10392,40407,4428.0,3.867,23.14,3.325,77688,2014,10,4,8.903435817360103,6.187850961548502,18.32340889391514
494,397500.0,3,2.0,1510,6710,1.0,0,0,3,7,1070,440,1972,0,47.7193,-122.216,1660,6600,40407,4428.0,3.867,23.14,3.325,77688,2014,6,6,9.500293962506863,6.825912371215095,19.070619773220113
495,490000.0,2,2.5,1230,1391,2.0,0,0,3,8,870,360,2004,0,47.6192,-122.301,1240,1350,21077,6667.0,3.092,28.09,5.011,96054,2014,5,1,1.7044843909343204,8.107994300258326,11.760262676921514
496,725000.0,4,2.0,2110,4140,2.0,0,0,3,9,1710,400,1925,2003,47.5836,-122.387,1440,4420,22241,7523.0,2.393,23.06,5.21,74274,2015,1,3,2.9970022741636106,12.60088228350248,10.170116708708628
497,299000.0,3,2.75,3080,19635,1.0,0,2,4,7,1610,1470,1958,0,47.3841,-122.284,2424,12410,33853,2024.0,3.906,45.95,32.51,48853,2014,9,3,15.509212923355005,19.062844899720815,4.537279559033328
498,625000.0,2,1.5,1490,5750,1.5,0,0,4,7,1190,300,1900,0,47.5872,-122.39,1590,4025,22241,7523.0,2.393,23.06,5.21,74274,2014,8,1,3.000210362470478,12.660341389731911,10.454207600870866
499,437500.0,3,2.5,2120,4500,2.0,0,0,3,7,2120,0,2000,0,47.5322,-121.88,2530,4816,12699,171.0,1.868,11.49,4.966,121415,2014,11,4,21.687172859733614,13.789892222959612,20.380309586819155
500,650000.0,4,2.5,3180,5438,2.0,0,0,3,9,3180,0,2003,0,47.5416,-121.864,3030,5335,12699,171.0,1.868,11.49,4.966,121415,2015,5,7,22.2716135171296,14.1003915688327,21.282436514746852
501,475000.0,2,1.0,1490,3825,1.0,0,0,3,7,860,630,1929,0,47.6799,-122.381,1460,3825,31365,7953.0,2.018,25.89,3.545,86986,2014,5,1,5.577885558302996,12.032348840962358,16.407656785900976
502,342000.0,3,2.0,1930,11947,1.0,0,0,4,8,1930,0,1966,0,47.3672,-122.151,2200,12825,43673,1537.0,1.65,13.63,6.519,87342,2014,5,5,18.552484970868438,18.8410667013225,8.928017771239087
503,1197350.0,4,2.5,2770,7800,2.0,0,0,3,10,2770,0,1999,0,47.684,-122.205,2720,10000,34338,3696.0,2.739,22.71,3.364,103250,2014,10,3,7.993836661379506,4.668809443535307,16.815663640560235
504,280000.0,3,1.5,1670,11610,1.0,0,0,4,7,1670,0,1963,0,47.4404,-122.191,1930,10200,21904,4585.0,2.477,22.8,7.574,66461,2015,2,2,13.212797626646474,14.052535815671773,5.072251045807953
505,240000.0,2,1.75,1330,7200,1.0,0,0,3,7,1330,0,1993,0,47.4467,-122.281,1450,11682,23111,3062.0,3.529,57.17,9.923,40815,2014,5,3,11.275440619569421,15.079381678841731,0.846762422860161
506,529000.0,3,1.0,1210,3328,1.5,0,0,4,7,1210,0,1924,0,47.6729,-122.363,1640,3333,21147,9602.0,3.426,39.18,6.113,67566,2014,5,2,4.827877844712692,11.109475772024535,15.757095582606812
507,442000.0,3,1.0,1190,5100,1.0,0,0,4,7,1030,160,1941,0,47.5346,-122.385,1690,5100,14770,6425.0,2.345,21.83,3.563,84344,2015,2,1,5.527696165129085,13.939295698523232,7.153769572043957
508,615000.0,2,1.0,1540,6872,1.0,0,0,4,7,820,720,1946,0,47.6454,-122.373,1420,5538,21039,8638.0,3.651,34.07,7.256,68383,2014,5,4,3.3111063530962745,11.342856282689342,14.004356525544674
509,1485000.0,4,3.75,4030,10800,2.0,0,0,3,10,4030,0,2006,0,47.6821,-122.196,2160,7200,34338,3696.0,2.739,22.71,3.364,103250,2014,6,4,8.224458585797922,4.270893457297866,16.803782038113745
510,585000.0,4,1.75,2430,7559,1.0,0,0,4,8,1580,850,1981,0,47.7206,-122.11,1980,8750,58442,2908.0,3.674,23.77,3.818,99192,2015,5,2,13.011315333299164,5.6764801264289915,20.72629718295683
511,480000.0,4,2.5,2600,7787,2.0,0,0,3,8,2600,0,2005,0,47.4877,-122.139,2830,7787,34463,1725.0,1.83,17.59,5.105,91465,2015,3,4,12.171286596797424,10.497831240138272,7.928363119771608
512,1095000.0,5,3.5,4410,57063,2.0,0,0,4,9,4410,0,1990,0,47.6554,-122.018,2900,50529,18784,662.0,1.616,6.894,3.648,116518,2014,7,1,15.015262025879581,5.305102742710891,19.360832263467998
513,290000.0,4,1.0,1330,8184,1.5,0,0,3,7,1330,0,1949,0,47.7343,-122.347,1220,660,44555,6279.0,3.071,24.08,5.365,51499,2014,11,3,8.878062315136024,12.051907802069799,19.84008455950191
514,615000.0,3,1.75,1900,5000,1.0,0,0,5,7,950,950,1951,0,47.5789,-122.393,1770,5000,22241,7523.0,2.393,23.06,5.21,74274,2014,8,3,3.4074707475976584,12.968894607521863,9.994067275135105
515,300000.0,2,1.0,1100,7680,1.0,0,0,4,7,1100,0,1950,0,47.7439,-122.339,1460,7680,44555,6279.0,3.071,24.08,5.365,51499,2015,3,3,9.519670730220216,12.123121249590142,20.461757237229058
516,308000.0,3,1.0,1980,39150,1.5,0,0,3,6,1580,400,1932,0,47.3818,-122.225,1860,11811,33769,4741.0,2.572,43.34,15.31,51446,2014,10,3,16.290956607459677,18.35488910396859,5.784841565996366
517,750000.0,3,2.5,2400,7745,2.0,0,0,3,9,2400,0,2001,0,47.6734,-122.173,2080,8615,34338,3696.0,2.739,22.71,3.364,103250,2015,5,4,8.741875486182787,3.0959464185876677,16.577061462638067
518,2250000.0,4,2.25,4760,8036,2.5,0,0,5,9,3390,1370,1916,0,47.6415,-122.285,2950,9323,21077,6667.0,3.092,28.09,5.011,96054,2014,11,5,3.2802199267054366,7.240501176581449,13.316176415787217
519,890000.0,4,3.25,3180,194278,2.0,0,0,3,10,3180,0,2005,0,47.4711,-122.084,2200,178160,34463,1725.0,1.83,17.59,5.105,91465,2014,8,2,14.86807858313033,11.827301451963958,10.149855360442581
520,288000.0,3,1.0,1190,7560,1.0,0,0,5,6,1190,0,1958,0,47.452,-122.177,1190,7560,41938,2215.0,1.834,18.91,6.131,77780,2015,3,3,12.879170808050464,13.143188552657067,5.694669429488087
521,190000.0,2,1.0,630,6000,1.0,0,0,3,6,630,0,1943,2005,47.4973,-122.221,1470,6840,24092,4966.0,3.539,41.63,13.36,58707,2014,9,6,9.13553804586761,10.71117925221462,4.9335142730306
522,515000.0,5,3.0,2530,5105,1.0,0,0,3,8,1520,1010,2005,0,47.7546,-122.341,2290,4011,44555,6279.0,3.071,24.08,5.365,51499,2015,3,4,10.261918714545127,12.648474749513815,21.20648642679721
523,235000.0,4,1.5,1690,11054,1.0,0,0,4,5,1690,0,1930,0,47.4667,-122.215,1690,9040,21904,4585.0,2.477,22.8,7.574,66461,2014,11,3,11.07882216639637,12.587578614465768,4.1014392725878706
524,275000.0,2,1.0,940,5000,1.0,0,0,3,6,940,0,1951,0,47.5186,-122.374,940,5000,20698,6732.0,3.632,30.94,8.22,66408,2014,8,1,6.360093177934556,14.129635238944758,5.954466610483153
525,727500.0,2,2.0,1240,9119,1.0,0,0,4,7,1240,0,1952,0,47.6221,-122.193,1380,9121,27946,3977.0,5.314,49.68,4.461,93521,2014,11,5,6.571439543693582,3.1918178771152603,12.938447654254599
526,650000.0,4,2.5,3040,6587,2.0,0,0,3,7,3040,0,2003,0,47.683,-122.039,2740,6587,18784,662.0,1.616,6.894,3.648,116518,2014,6,5,14.639531358815818,5.173991396074576,20.20160738338277
527,1600000.0,6,5.0,6050,230652,2.0,0,3,3,11,6050,0,2001,0,47.6033,-121.943,4210,233971,5650,236.0,1.63,11.94,6.626,93777,2014,6,3,18.12773321396679,9.038504594873938,19.728851957090658
528,365000.0,4,1.0,1590,7085,1.5,0,0,3,6,1590,0,1944,0,47.7315,-122.305,1320,7085,37081,6879.0,3.736,34.6,6.566,53044,2014,11,3,8.748833511054528,10.34626922815104,19.521219732845804
529,662000.0,3,1.75,2500,36947,1.0,0,0,3,9,2500,0,1984,0,47.6917,-122.084,2590,28837,58442,2908.0,3.674,23.77,3.818,99192,2014,10,3,12.971532311587765,4.182212697913447,19.531225210561566
530,270500.0,3,2.5,1780,7848,1.0,0,0,3,7,1320,460,1978,0,47.3608,-122.056,1680,7848,31171,469.0,1.548,13.43,5.03,95043,2015,4,3,21.30030535347085,19.559775414957887,12.886300258072897
531,200000.0,2,1.5,1360,1898,2.0,0,0,3,7,1360,0,1978,0,47.2852,-122.19,1360,1898,39816,892.0,1.833,16.39,5.579,70877,2015,5,2,23.151802647655,24.64262753553277,12.41016306385335
532,970000.0,4,3.25,4740,76230,2.0,0,0,3,10,4740,0,1987,0,47.5931,-122.071,3340,49206,20715,2185.0,2.348,8.634,2.954,142926,2015,2,2,12.19843330065809,4.207388591625558,14.564075456020097
533,160000.0,3,1.5,1010,9600,1.0,0,0,4,7,1010,0,1962,0,47.4097,-122.316,1400,9660,34584,4441.0,3.036,28.04,9.103,56364,2014,6,2,13.597767430692803,18.105876035945954,2.8319151207648363
534,204000.0,3,1.0,1040,7405,1.0,0,0,4,6,1040,0,1971,0,47.3105,-122.021,1580,7405,5025,334.0,1.616,12.73,41.72,85398,2015,2,3,25.07288198508337,23.289851772956272,16.140076699118506
535,358000.0,3,2.25,1610,6655,2.0,0,0,4,7,1610,0,1985,0,47.4296,-122.161,1780,7529,41938,2215.0,1.834,18.91,6.131,77780,2015,2,3,14.582005215576677,14.57710133466939,6.577861746718371
536,452000.0,4,1.75,1570,8268,1.0,0,0,3,7,1570,0,1979,0,47.7373,-122.197,1870,8190,29212,3569.0,2.243,15.56,3.249,71720,2015,5,5,11.025504452407885,7.451115096157911,20.476821916234968
537,595000.0,2,2.0,1510,4000,1.0,0,0,4,7,1010,500,1900,0,47.6582,-122.345,1920,4000,45911,9905.0,3.018,37.68,5.193,75763,2014,12,4,3.6427536028066836,10.113702706866446,14.614152602341887
538,249000.0,3,2.0,1360,6082,1.0,0,0,3,7,1360,0,1994,0,47.3577,-122.16,1360,6987,43673,1537.0,1.65,13.63,6.519,87342,2015,4,5,18.957478133496988,19.522700575878112,9.051387411439613
539,346900.0,4,2.5,1970,5106,2.0,0,0,3,8,1970,0,1999,0,47.449,-122.205,2230,5109,21904,4585.0,2.477,22.8,7.574,66461,2015,3,2,12.374845976448999,13.625308780241612,4.382769001479246
540,2125000.0,3,2.5,5403,24069,2.0,1,4,4,12,5403,0,1976,0,47.4169,-122.348,3980,104374,20301,3580.0,2.851,26.31,14.63,63320,2015,2,3,13.100544013360942,18.45185341587599,3.194857235341879
541,280000.0,4,2.5,1560,4350,2.0,0,0,3,7,1560,0,2003,0,47.5025,-122.186,1560,4350,32489,4323.0,2.242,21.56,5.088,70683,2014,10,4,9.886959827829848,9.82547904719762,6.435421937933144
542,318888.0,4,1.75,2320,12000,1.0,0,0,4,8,2270,50,1973,0,47.3644,-122.28,2120,9880,33853,2024.0,3.906,45.95,32.51,48853,2014,10,1,16.883130609214575,20.264394837628632,5.911100180765608
543,530000.0,3,2.25,2120,40518,1.0,0,0,3,8,2120,0,1967,0,47.5896,-122.009,2480,13492,20715,2185.0,2.348,8.634,2.954,142926,2014,9,4,15.097553600625705,6.586974451393484,16.650418176850184
544,375000.0,3,2.25,2120,18500,2.0,0,0,4,8,2120,0,1983,0,47.3914,-122.169,2120,14479,36581,4877.0,1.976,18.43,10.78,63709,2014,11,5,16.680334603645232,17.241062882079575,7.256838155517412
545,910000.0,4,2.5,3350,29242,2.0,0,0,3,11,3350,0,1988,0,47.7197,-122.131,3920,24728,58442,2908.0,3.674,23.77,3.818,99192,2015,4,3,12.209520166494126,5.5417856997920385,20.27278795793065
546,782000.0,4,2.5,2380,9614,2.0,0,0,4,10,2380,0,1991,0,47.5623,-122.116,2560,9770,36364,3402.0,1.774,27.96,2.973,110290,2014,5,5,10.51805175977719,5.371017418665586,11.579252189766807
547,259950.0,2,2.0,1070,649,2.0,0,0,3,9,720,350,2008,0,47.5213,-122.357,1070,928,22873,4161.0,4.096,43.76,8.449,57875,2015,3,4,5.97985692222925,13.38385625961046,5.686815400701853
548,315000.0,4,2.75,2300,18360,1.0,0,0,4,7,1560,740,1979,0,47.4518,-122.16,1870,9588,41938,2215.0,1.834,18.91,6.131,77780,2014,9,2,13.351954420105137,13.046739221023644,6.488088643199885
549,215000.0,2,1.0,1320,8865,1.0,0,0,4,6,1320,0,1943,0,47.4949,-122.3,1190,6490,33734,3794.0,3.43,48.53,8.149,49233,2014,5,3,7.834516475459857,12.767172612785133,3.1719141075815234
550,705000.0,3,1.75,2180,10221,1.0,0,2,4,7,1140,1040,1946,0,47.5885,-122.248,2180,8535,22699,3591.0,2.093,19.23,3.915,126359,2014,7,3,4.104856156501949,6.548415235023842,9.925834349102143
551,1450000.0,3,3.0,4380,6320,2.0,0,3,5,10,3580,800,1952,0,47.6452,-122.411,3080,7680,19686,4714.0,2.054,22.9,5.713,82882,2014,10,1,4.556398058429404,13.110462659979856,14.531118848555954
552,451000.0,3,1.75,1790,9813,2.0,0,0,3,7,1790,0,1949,0,47.749,-122.305,1520,10125,32778,4330.0,1.937,18.3,5.677,72281,2015,5,5,9.946855766232815,11.129114914710152,20.730241002255255
553,261000.0,2,1.0,750,8125,1.0,0,0,4,6,750,0,1943,0,47.4727,-122.198,1340,8750,21904,4585.0,2.477,22.8,7.574,66461,2014,9,2,11.144868758523758,11.959328175194413,4.985389908009276
554,396000.0,3,1.5,1300,8280,1.0,0,0,5,7,1300,0,1956,0,47.7403,-122.256,1570,8692,20419,3606.0,1.677,10.92,3.339,82448,2014,11,1,9.918938121595868,9.117172135249696,20.225667249310494
555,725000.0,4,2.5,2990,29170,2.0,0,3,3,9,2990,0,1999,0,47.5146,-122.117,3715,29170,34463,1725.0,1.83,17.59,5.105,91465,2014,7,2,11.859188656625852,8.649497932755525,9.6234759637453
556,1950000.0,7,3.5,4640,15235,2.0,0,1,3,11,2860,1780,1965,2003,47.5666,-122.231,3230,20697,22699,3591.0,2.093,19.23,3.915,126359,2014,6,5,5.448362843790265,6.9087618354016795,8.719891684573728
557,238000.0,4,1.0,1400,7242,1.5,0,0,3,7,1400,0,1959,0,47.4339,-122.291,1310,7314,23111,3062.0,3.529,57.17,9.923,40815,2014,7,2,12.058392595715988,16.079662690474425,1.1051614167786177
558,750000.0,6,1.75,2750,9563,2.0,0,0,4,8,2750,0,1973,0,47.6368,-122.097,2040,9563,58442,2908.0,3.674,23.77,3.818,99192,2015,4,1,11.151145982123865,1.5245378277439576,16.030033607000316
559,331500.0,4,2.5,2050,10271,2.0,0,0,3,7,2050,0,1998,0,47.3628,-122.075,2050,8103,43673,1537.0,1.65,13.63,6.519,87342,2014,10,1,20.662580464657175,19.28684714382468,12.041600628002502
560,460000.0,4,3.0,2230,108900,1.0,0,0,3,7,1410,820,1978,0,47.52,-121.845,1960,65340,12699,171.0,1.868,11.49,4.966,121415,2014,10,2,23.47810308037996,15.620591772870306,21.749742489223042
561,404950.0,4,2.25,2340,217014,1.0,0,0,4,8,2340,0,1982,0,47.2953,-122.083,2340,107898,39816,892.0,1.833,16.39,5.579,70877,2014,7,1,24.43167270055474,23.881157170579996,14.654232355319875
562,880000.0,3,2.5,2870,5163,2.0,0,0,3,9,2870,0,2014,0,47.6935,-122.352,1630,7995,45911,9905.0,3.018,37.68,5.193,75763,2014,12,3,6.102618708088514,11.00494456910076,17.074564067098613
563,863000.0,4,2.5,4120,22370,2.0,0,0,3,10,4120,0,1997,0,47.6239,-122.023,3180,7257,25748,2411.0,2.266,7.717,2.082,143686,2014,6,5,14.448762636584906,5.074652525608502,17.65076058059316
564,638700.0,3,1.75,2080,9162,1.0,0,0,3,7,1370,710,1960,0,47.5846,-122.168,1870,8944,17714,2361.0,4.162,31.85,4.769,84774,2014,12,2,7.7904316428947,4.1958120491344,11.181957799710863
565,435000.0,3,2.5,1840,5680,2.0,0,0,3,7,1840,0,2008,0,47.6969,-122.026,1600,4697,18784,662.0,1.616,6.894,3.648,116518,2014,7,1,15.564591834500579,6.2386824759543185,21.33280728717744
566,260000.0,3,1.0,1180,5350,1.5,0,0,4,6,1180,0,1959,0,47.505,-122.259,1490,5350,24092,4966.0,3.539,41.63,13.36,58707,2014,12,3,7.778906843325572,11.081684905721648,4.292530941385685
567,671500.0,5,2.75,2160,4000,1.5,0,0,5,7,1530,630,1927,0,47.667,-122.289,2040,4000,43924,10643.0,12.91,47.57,6.293,45560,2014,8,4,4.655569593004221,7.6628956773967225,15.069442221978393
568,610000.0,3,1.0,1180,3400,1.5,0,0,3,8,1180,0,1907,0,47.6376,-122.353,1440,3400,20715,10361.0,5.345,52.92,6.442,77034,2014,10,3,2.3778851798474956,10.40608443798575,13.274079137358996
569,405000.0,2,0.75,1160,15029,1.0,0,0,4,6,870,290,1937,0,47.6929,-121.87,1870,25346,6765,149.0,2.232,13.03,5.172,95394,2014,12,4,22.32756722392671,12.62599984782245,26.144761787604345
570,338900.0,4,2.5,1830,5612,2.0,0,0,3,7,1830,0,2003,0,47.3572,-122.015,1830,5998,31171,469.0,1.548,13.43,5.03,95043,2014,7,5,22.698955462132954,20.224328643055514,14.709779264329462
571,720000.0,4,4.0,3200,7708,2.0,0,0,3,10,3200,0,2004,0,47.5816,-121.97,3480,7944,20715,2185.0,2.348,8.634,2.954,142926,2015,1,5,16.957701718305476,8.438254331233743,17.870859664314438
572,442000.0,5,3.0,2560,5445,1.5,0,0,4,7,1760,800,1927,0,47.5502,-122.311,1080,5445,22374,2989.0,5.26,47.98,12.22,52232,2015,4,5,3.992298606650042,10.46854712290031,7.01547520596105
573,650000.0,5,2.75,2550,5040,1.5,0,0,5,8,2550,0,1902,0,47.6136,-122.299,1590,3840,31454,13594.0,8.105,52.65,10.35,53570,2014,6,2,1.624413008900313,8.093370491720655,11.372891770103518
574,263500.0,3,1.75,1330,9917,1.0,0,0,3,7,1040,290,1981,0,47.4478,-122.161,1330,9081,41938,2215.0,1.834,18.91,6.131,77780,2015,1,5,13.546430127179349,13.326569009760055,6.4392589349132
575,300000.0,2,1.0,1220,75794,1.0,0,0,4,7,1220,0,1963,0,47.4219,-122.007,2010,98010,31171,469.0,1.548,13.43,5.03,95043,2014,12,3,19.807201862685297,16.084371466993737,13.765690073132927
576,266000.0,3,2.5,1805,3402,2.0,0,0,3,7,1805,0,2009,0,47.3521,-122.212,2095,3402,31647,4423.0,3.55,37.61,6.282,43568,2014,12,2,18.430831986761692,20.22767230083271,7.829744900401263
577,930000.0,4,4.0,6050,84942,2.5,0,2,3,9,4150,1900,2009,0,47.7466,-122.029,2700,199504,13585,785.0,1.124,9.068,4.59,137125,2014,12,4,17.115493236293734,8.752476294843134,24.100424519958686
578,530000.0,4,2.5,2320,5493,2.0,0,0,3,8,2320,0,2004,0,47.7727,-122.229,2450,5471,20419,3606.0,1.677,10.92,3.339,82448,2015,1,2,12.463551949429819,10.300689276342505,22.60084422863496
579,180000.0,3,1.0,1384,8960,1.0,0,0,4,6,1384,0,1965,0,47.3062,-122.371,1000,8470,47510,4604.0,1.903,13.28,6.034,67906,2014,12,4,20.807742204398114,25.642718722322233,10.428902831566576
580,619000.0,3,2.5,2720,6439,2.0,0,0,3,9,2720,0,2005,0,47.5422,-121.86,3180,7320,12699,171.0,1.868,11.49,4.966,121415,2014,5,5,22.445987660951026,14.244541990616634,21.472889178936597
581,264000.0,3,1.5,1820,10608,1.0,0,0,4,7,1820,0,1962,0,47.3366,-122.306,1380,8976,44151,3800.0,3.001,38.95,9.487,45894,2014,8,4,18.66761010350741,22.49257417763485,7.7734748518400885
582,730000.0,2,2.25,2130,4920,1.5,0,4,4,7,1530,600,1941,0,47.573,-122.409,2130,4920,22241,7523.0,2.393,23.06,5.21,74274,2014,7,2,4.254833505742797,13.807363847393814,9.992753605979694
583,439000.0,4,2.25,2060,10070,2.0,0,0,3,7,2060,0,1975,0,47.7258,-122.177,2060,8155,40407,4428.0,3.867,23.14,3.325,77688,2014,10,3,10.971485254810222,6.359032609587696,19.94974804454626
584,268500.0,4,1.75,1420,7500,1.0,0,0,4,7,1080,340,1981,0,47.4025,-122.176,1500,7260,36581,4877.0,1.976,18.43,10.78,63709,2014,11,1,15.848553242905266,16.518417337356336,6.578283742079832
585,330000.0,3,1.75,1510,15744,1.0,0,0,3,7,1510,0,1985,0,47.476,-121.755,1470,15744,13888,41.0,2.315,30.36,7.854,88906,2014,7,2,28.380932485978622,20.797716474725807,25.470682941044654
